id;zone1_id;zone2_id;euclidean_distance
195846;120;114;31.0
195847;120;115;22.0
195848;120;116;20.0
195849;120;117;39.0
195850;120;118;27.0
195851;120;119;10.0
195852;120;121;34.0
195853;120;122;44.0
195854;120;123;44.0
195855;120;124;49.0
195856;120;125;60.0
195857;120;126;70.0
195858;120;127;79.0
195859;120;128;66.0
195860;120;129;52.0
195861;120;130;45.0
195862;120;131;56.0
195863;120;132;28.0
195864;120;133;36.0
195865;120;134;14.0
195866;120;135;45.0
195867;120;136;51.0
195868;120;137;39.0
195869;120;138;78.0
195870;120;139;120.0
195871;120;140;69.0
195872;120;141;75.0
195873;120;142;85.0
195874;120;143;89.0
195875;120;144;93.0
195876;120;145;107.0
195877;120;146;116.0
195878;120;147;121.0
195879;120;148;131.0
195880;120;149;159.0
195881;120;150;57.0
195882;120;151;141.0
195883;120;152;92.0
195884;120;153;107.0
195885;120;154;94.0
195886;120;155;92.0
195887;120;156;112.0
195888;120;157;107.0
195889;120;158;126.0
195890;120;159;87.0
195891;120;160;83.0
195892;120;161;76.0
195893;120;162;81.0
195894;120;163;74.0
195895;120;164;74.0
195896;120;165;82.0
195897;120;166;83.0
195898;120;167;84.0
195899;120;168;98.0
195900;120;169;128.0
195901;120;170;130.0
195902;120;171;104.0
195903;120;172;69.0
195904;120;173;53.0
195905;120;174;18.0
195906;120;175;75.0
195907;120;176;51.0
195908;120;177;58.0
195909;120;178;35.0
195910;120;179;36.0
195911;120;180;48.0
195912;120;181;13.0
195913;120;182;10.0
195914;120;183;13.0
195915;120;184;35.0
195916;120;185;50.0
195917;120;186;25.0
195918;120;187;71.0
195919;120;188;67.0
195920;120;189;70.0
195921;120;190;49.0
195922;120;191;75.0
195923;120;192;34.0
195924;121;79;102.0
195925;121;80;96.0
195926;121;81;71.0
195927;121;82;59.0
195928;121;83;57.0
195929;121;84;46.0
195930;121;85;54.0
195931;121;86;62.0
195932;121;87;55.0
195933;121;88;48.0
195934;121;89;50.0
195935;121;90;78.0
195936;121;91;66.0
195937;121;92;75.0
195938;121;93;87.0
195939;121;94;59.0
195940;121;95;58.0
195941;121;96;29.0
195942;121;97;80.0
195943;121;98;107.0
195944;121;99;124.0
195945;121;100;98.0
195946;121;101;64.0
195947;121;102;56.0
195948;121;103;66.0
195949;121;104;66.0
195950;121;105;47.0
195951;121;106;17.0
195952;121;107;48.0
195953;121;108;38.0
195954;121;109;43.0
195955;121;110;51.0
195956;121;111;28.0
195957;121;112;22.0
195958;121;113;15.0
195959;121;114;37.0
195960;121;115;23.0
195961;121;116;16.0
195962;121;117;6.0
195963;121;118;17.0
195964;121;119;24.0
195965;121;120;34.0
195966;121;122;9.0
195967;121;123;14.0
195968;121;124;17.0
195969;121;125;25.0
195970;121;126;36.0
195971;121;127;50.0
195972;121;128;40.0
195973;121;129;31.0
195974;121;130;36.0
195975;121;131;41.0
195976;121;132;40.0
195977;121;133;54.0
195978;121;134;44.0
195979;121;135;66.0
195980;121;136;76.0
195981;121;137;66.0
195982;121;138;107.0
195983;121;139;149.0
195984;121;140;95.0
195985;121;141;102.0
195986;121;142;112.0
195987;121;143;116.0
195988;121;144;120.0
195989;121;145;134.0
195990;121;146;143.0
195991;121;147;149.0
195992;121;148;159.0
195993;121;149;188.0
195994;121;150;32.0
195995;121;151;107.0
195996;121;152;60.0
195997;121;153;73.0
195998;121;154;62.0
195999;121;155;69.0
196000;121;156;88.0
196001;121;157;79.0
196002;121;158;94.0
196003;121;159;53.0
196004;121;160;49.0
196005;121;161;43.0
196006;121;162;49.0
196007;121;163;44.0
196008;121;164;46.0
196009;121;165;57.0
196010;121;166;60.0
196011;121;167;64.0
196012;121;168;84.0
196013;121;169;107.0
196014;121;170;119.0
196015;121;171;99.0
196016;121;172;74.0
196017;121;173;52.0
196018;121;174;26.0
196019;121;175;56.0
196020;121;176;27.0
196021;121;177;45.0
196022;121;178;17.0
196023;121;179;4.0
196024;121;180;14.0
196025;121;181;21.0
196026;121;182;25.0
196027;121;183;45.0
196028;121;184;54.0
196029;121;185;42.0
196030;121;186;19.0
196031;121;187;44.0
196032;121;188;42.0
196033;121;189;36.0
196034;121;190;23.0
196035;121;191;42.0
196036;121;192;34.0
196037;122;79;92.0
196038;122;80;89.0
196039;122;81;61.0
196040;122;82;50.0
196041;122;83;48.0
196042;122;84;36.0
196043;122;85;45.0
196044;122;86;52.0
196045;122;87;46.0
196046;122;88;40.0
196047;122;89;45.0
196048;122;90;68.0
196049;122;91;60.0
196050;122;92;72.0
196051;122;93;81.0
196052;122;94;55.0
196053;122;95;48.0
196054;122;96;20.0
196055;122;97;80.0
196056;122;98;104.0
196057;122;99;123.0
196058;122;100;101.0
196059;122;101;69.0
196060;122;102;55.0
196061;122;103;65.0
196062;122;104;63.0
196063;122;105;49.0
196064;122;106;23.0
196065;122;107;53.0
196066;122;108;38.0
196067;122;109;44.0
196068;122;110;51.0
196069;122;111;28.0
196070;122;112;21.0
196071;122;113;13.0
196072;122;114;46.0
196073;122;115;32.0
196074;122;116;26.0
196075;122;117;8.0
196076;122;118;23.0
196077;122;119;34.0
196078;122;120;44.0
196079;122;121;9.0
196080;122;123;10.0
196081;122;124;9.0
196082;122;125;15.0
196083;122;126;26.0
196084;122;127;41.0
196085;122;128;33.0
196086;122;129;28.0
196087;122;130;37.0
196088;122;131;40.0
196089;122;132;47.0
196090;122;133;60.0
196091;122;134;53.0
196092;122;135;73.0
196093;122;136;83.0
196094;122;137;74.0
196095;122;138;115.0
196096;122;139;157.0
196097;122;140;102.0
196098;122;141;109.0
196099;122;142;119.0
196100;122;143;123.0
196101;122;144;128.0
196102;122;145;142.0
196103;122;146;151.0
196104;122;147;156.0
196105;122;148;166.0
196106;122;149;195.0
196107;122;150;27.0
196108;122;151;97.0
196109;122;152;51.0
196110;122;153;63.0
196111;122;154;54.0
196112;122;155;66.0
196113;122;156;85.0
196114;122;157;74.0
196115;122;158;86.0
196116;122;159;43.0
196117;122;160;40.0
196118;122;161;35.0
196119;122;162;41.0
196120;122;163;39.0
196121;122;164;42.0
196122;122;165;54.0
196123;122;166;58.0
196124;122;167;63.0
196125;122;168;84.0
196126;122;169;105.0
196127;122;170;119.0
196128;122;171;102.0
196129;122;172;80.0
196130;122;173;58.0
196131;122;174;36.0
196132;122;175;55.0
196133;122;176;26.0
196134;122;177;47.0
196135;122;178;23.0
196136;122;179;8.0
196137;122;180;5.0
196138;122;181;31.0
196139;122;182;34.0
196140;122;183;55.0
196141;122;184;60.0
196142;122;185;42.0
196143;122;186;26.0
196144;122;187;36.0
196145;122;188;36.0
196146;122;189;26.0
196147;122;190;18.0
196148;122;191;32.0
196149;122;192;41.0
196150;123;79;97.0
196151;123;80;97.0
196152;123;81;60.0
196153;123;82;49.0
196154;123;83;45.0
196155;123;84;39.0
196156;123;85;48.0
196157;123;86;56.0
196158;123;87;51.0
196159;123;88;47.0
196160;123;89;54.0
196161;123;90;70.0
196162;123;91;68.0
196163;123;92;82.0
196164;123;93;90.0
196165;123;94;65.0
196166;123;95;49.0
196167;123;96;16.0
196168;123;97;90.0
196169;123;98;113.0
196170;123;99;134.0
196171;123;100;111.0
196172;123;101;78.0
196173;123;102;66.0
196174;123;103;75.0
196175;123;104;73.0
196176;123;105;59.0
196177;123;106;31.0
196178;123;107;62.0
196179;123;108;48.0
196180;123;109;54.0
196181;123;110;61.0
196182;123;111;38.0
196183;123;112;32.0
196184;123;113;23.0
196185;123;114;52.0
196186;123;115;37.0
196187;123;116;29.0
196188;123;117;17.0
196189;123;118;18.0
196190;123;119;35.0
196191;123;120;44.0
196192;123;121;14.0
196193;123;122;10.0
196194;123;124;5.0
196195;123;125;18.0
196196;123;126;29.0
196197;123;127;36.0
196198;123;128;26.0
196199;123;129;18.0
196200;123;130;27.0
196201;123;131;29.0
196202;123;132;40.0
196203;123;133;53.0
196204;123;134;50.0
196205;123;135;66.0
196206;123;136;77.0
196207;123;137;69.0
196208;123;138;109.0
196209;123;139;151.0
196210;123;140;96.0
196211;123;141;103.0
196212;123;142;112.0
196213;123;143;117.0
196214;123;144;121.0
196215;123;145;135.0
196216;123;146;144.0
196217;123;147;150.0
196218;123;148;159.0
196219;123;149;189.0
196220;123;150;18.0
196221;123;151;100.0
196222;123;152;48.0
196223;123;153;65.0
196224;123;154;61.0
196225;123;155;76.0
196226;123;156;94.0
196227;123;157;84.0
196228;123;158;94.0
196229;123;159;47.0
196230;123;160;45.0
196231;123;161;42.0
196232;123;162;50.0
196233;123;163;48.0
196234;123;164;52.0
196235;123;165;64.0
196236;123;166;68.0
196237;123;167;73.0
196238;123;168;95.0
196239;123;169;115.0
196240;123;170;130.0
196241;123;171;112.0
196242;123;172;88.0
196243;123;173;66.0
196244;123;174;39.0
196245;123;175;65.0
196246;123;176;36.0
196247;123;177;57.0
196248;123;178;31.0
196249;123;179;11.0
196250;123;180;9.0
196251;123;181;32.0
196252;123;182;33.0
196253;123;183;56.0
196254;123;184;54.0
196255;123;185;33.0
196256;123;186;21.0
196257;123;187;30.0
196258;123;188;28.0
196259;123;189;30.0
196260;123;190;9.0
196261;123;191;31.0
196262;123;192;48.0
196263;124;79;91.0
196264;124;80;91.0
196265;124;81;55.0
196266;124;82;43.0
196267;124;83;40.0
196268;124;84;33.0
196269;124;85;42.0
196270;124;86;50.0
196271;124;87;45.0
196272;124;88;42.0
196273;124;89;50.0
196274;124;90;64.0
196275;124;91;63.0
196276;124;92;79.0
196277;124;93;85.0
196278;124;94;62.0
196279;124;95;44.0
196280;124;96;11.0
196281;124;97;88.0
196282;124;98;110.0
196283;124;99;131.0
196284;124;100;110.0
196285;124;101;79.0
196286;124;102;64.0
196287;124;103;73.0
196288;124;104;70.0
196289;124;105;58.0
196290;124;106;32.0
196291;124;107;63.0
196292;124;108;47.0
196293;124;109;53.0
196294;124;110;59.0
196295;124;111;37.0
196296;124;112;30.0
196297;124;113;22.0
196298;124;114;54.0
196299;124;115;40.0
196300;124;116;33.0
196301;124;117;18.0
196302;124;118;24.0
196303;124;119;40.0
196304;124;120;49.0
196305;124;121;17.0
196306;124;122;9.0
196307;124;123;5.0
196308;124;125;12.0
196309;124;126;23.0
196310;124;127;32.0
196311;124;128;24.0
196312;124;129;20.0
196313;124;130;32.0
196314;124;131;32.0
196315;124;132;46.0
196316;124;133;59.0
196317;124;134;56.0
196318;124;135;72.0
196319;124;136;83.0
196320;124;137;75.0
196321;124;138;115.0
196322;124;139;157.0
196323;124;140;102.0
196324;124;141;108.0
196325;124;142;118.0
196326;124;143;122.0
196327;124;144;127.0
196328;124;145;141.0
196329;124;146;150.0
196330;124;147;155.0
196331;124;148;165.0
196332;124;149;194.0
196333;124;150;18.0
196334;124;151;94.0
196335;124;152;43.0
196336;124;153;59.0
196337;124;154;56.0
196338;124;155;72.0
196339;124;156;91.0
196340;124;157;79.0
196341;124;158;88.0
196342;124;159;41.0
196343;124;160;40.0
196344;124;161;36.0
196345;124;162;45.0
196346;124;163;44.0
196347;124;164;48.0
196348;124;165;60.0
196349;124;166;66.0
196350;124;167;71.0
196351;124;168;93.0
196352;124;169;111.0
196353;124;170;128.0
196354;124;171;112.0
196355;124;172;89.0
196356;124;173;67.0
196357;124;174;43.0
196358;124;175;63.0
196359;124;176;35.0
196360;124;177;57.0
196361;124;178;33.0
196362;124;179;14.0
196363;124;180;6.0
196364;124;181;37.0
196365;124;182;39.0
196366;124;183;61.0
196367;124;184;60.0
196368;124;185;37.0
196369;124;186;27.0
196370;124;187;27.0
196371;124;188;27.0
196372;124;189;24.0
196373;124;190;11.0
196374;124;191;25.0
196375;124;192;50.0
196376;125;79;78.0
196377;125;80;80.0
196378;125;81;46.0
196379;125;82;34.0
196380;125;83;33.0
196381;125;84;21.0
196382;125;85;30.0
196383;125;86;37.0
196384;125;87;33.0
196385;125;88;31.0
196386;125;89;41.0
196387;125;90;53.0
196388;125;91;53.0
196389;125;92;72.0
196390;125;93;74.0
196391;125;94;54.0
196392;125;95;32.0
196393;125;96;11.0
196394;125;97;83.0
196395;125;98;101.0
196396;125;99;125.0
196397;125;100;107.0
196398;125;101;80.0
196399;125;102;59.0
196400;125;103;67.0
196401;125;104;63.0
196402;125;105;57.0
196403;125;106;36.0
196404;125;107;65.0
196405;125;108;44.0
196406;125;109;50.0
196407;125;110;56.0
196408;125;111;36.0
196409;125;112;30.0
196410;125;113;23.0
196411;125;114;60.0
196412;125;115;47.0
196413;125;116;42.0
196414;125;117;23.0
196415;125;118;36.0
196416;125;119;50.0
196417;125;120;60.0
196418;125;121;25.0
196419;125;122;15.0
196420;125;123;18.0
196421;125;124;12.0
196422;125;126;11.0
196423;125;127;29.0
196424;125;128;27.0
196425;125;129;29.0
196426;125;130;43.0
196427;125;131;41.0
196428;125;132;59.0
196429;125;133;71.0
196430;125;134;68.0
196431;125;135;85.0
196432;125;136;95.0
196433;125;137;88.0
196434;125;138;128.0
196435;125;139;169.0
196436;125;140;114.0
196437;125;141;121.0
196438;125;142;131.0
196439;125;143;135.0
196440;125;144;139.0
196441;125;145;153.0
196442;125;146;162.0
196443;125;147;168.0
196444;125;148;178.0
196445;125;149;207.0
196446;125;150;25.0
196447;125;151;82.0
196448;125;152;36.0
196449;125;153;47.0
196450;125;154;44.0
196451;125;155;65.0
196452;125;156;82.0
196453;125;157;70.0
196454;125;158;76.0
196455;125;159;29.0
196456;125;160;27.0
196457;125;161;25.0
196458;125;162;34.0
196459;125;163;35.0
196460;125;164;41.0
196461;125;165;53.0
196462;125;166;59.0
196463;125;167;65.0
196464;125;168;88.0
196465;125;169;103.0
196466;125;170;123.0
196467;125;171;109.0
196468;125;172;91.0
196469;125;173;69.0
196470;125;174;51.0
196471;125;175;58.0
196472;125;176;34.0
196473;125;177;56.0
196474;125;178;37.0
196475;125;179;23.0
196476;125;180;12.0
196477;125;181;47.0
196478;125;182;50.0
196479;125;183;71.0
196480;125;184;72.0
196481;125;185;47.0
196482;125;186;39.0
196483;125;187;27.0
196484;125;188;30.0
196485;125;189;12.0
196486;125;190;21.0
196487;125;191;17.0
196488;125;192;55.0
196489;126;79;67.0
196490;126;80;71.0
196491;126;81;37.0
196492;126;82;26.0
196493;126;83;28.0
196494;126;84;10.0
196495;126;85;19.0
196496;126;86;26.0
196497;126;87;23.0
196498;126;88;24.0
196499;126;89;38.0
196500;126;90;42.0
196501;126;91;46.0
196502;126;92;68.0
196503;126;93;67.0
196504;126;94;51.0
196505;126;95;22.0
196506;126;96;18.0
196507;126;97;83.0
196508;126;98;96.0
196509;126;99;123.0
196510;126;100;109.0
196511;126;101;86.0
196512;126;102;59.0
196513;126;103;66.0
196514;126;104;61.0
196515;126;105;60.0
196516;126;106;44.0
196517;126;107;70.0
196518;126;108;47.0
196519;126;109;53.0
196520;126;110;58.0
196521;126;111;40.0
196522;126;112;35.0
196523;126;113;30.0
196524;126;114;68.0
196525;126;115;56.0
196526;126;116;52.0
196527;126;117;33.0
196528;126;118;47.0
196529;126;119;61.0
196530;126;120;70.0
196531;126;121;36.0
196532;126;122;26.0
196533;126;123;29.0
196534;126;124;23.0
196535;126;125;11.0
196536;126;127;27.0
196537;126;128;31.0
196538;126;129;38.0
196539;126;130;52.0
196540;126;131;49.0
196541;126;132;69.0
196542;126;133;82.0
196543;126;134;78.0
196544;126;135;95.0
196545;126;136;106.0
196546;126;137;99.0
196547;126;138;138.0
196548;126;139;180.0
196549;126;140;125.0
196550;126;141;131.0
196551;126;142;141.0
196552;126;143;145.0
196553;126;144;150.0
196554;126;145;164.0
196555;126;146;173.0
196556;126;147;178.0
196557;126;148;188.0
196558;126;149;217.0
196559;126;150;32.0
196560;126;151;71.0
196561;126;152;29.0
196562;126;153;37.0
196563;126;154;36.0
196564;126;155;62.0
196565;126;156;77.0
196566;126;157;64.0
196567;126;158;67.0
196568;126;159;18.0
196569;126;160;18.0
196570;126;161;19.0
196571;126;162;28.0
196572;126;163;32.0
196573;126;164;39.0
196574;126;165;51.0
196575;126;166;58.0
196576;126;167;64.0
196577;126;168;88.0
196578;126;169;99.0
196579;126;170;122.0
196580;126;171;111.0
196581;126;172;96.0
196582;126;173;75.0
196583;126;174;61.0
196584;126;175;59.0
196585;126;176;38.0
196586;126;177;59.0
196587;126;178;45.0
196588;126;179;34.0
196589;126;180;22.0
196590;126;181;57.0
196591;126;182;60.0
196592;126;183;81.0
196593;126;184;83.0
196594;126;185;56.0
196595;126;186;50.0
196596;126;187;29.0
196597;126;188;35.0
196598;126;189;4.0
196599;126;190;30.0
196600;126;191;12.0
196601;126;192;62.0
196602;127;79;78.0
196603;127;80;92.0
196604;127;81;29.0
196605;127;82;20.0
196606;127;83;11.0
196607;127;84;31.0
196608;127;85;34.0
196609;127;86;40.0
196610;127;87;44.0
196611;127;88;50.0
196612;127;89;65.0
196613;127;90;46.0
196614;127;91;71.0
196615;127;92;96.0
196616;127;93;92.0
196617;127;94;78.0
196618;127;95;28.0
196619;127;96;20.0
196620;127;97;110.0
196621;127;98;122.0
196622;127;99;151.0
196623;127;100;136.0
196624;127;101;109.0
196625;127;102;87.0
196626;127;103;93.0
196627;127;104;88.0
196628;127;105;86.0
196629;127;106;64.0
196630;127;107;93.0
196631;127;108;73.0
196632;127;109;79.0
196633;127;110;84.0
196634;127;111;65.0
196635;127;112;59.0
196636;127;113;52.0
196637;127;114;87.0
196638;127;115;73.0
196639;127;116;65.0
196640;127;117;50.0
196641;127;118;52.0
196642;127;119;72.0
196643;127;120;79.0
196644;127;121;50.0
196645;127;122;41.0
196646;127;123;36.0
196647;127;124;32.0
196648;127;125;29.0
196649;127;126;27.0
196650;127;128;15.0
196651;127;129;30.0
196652;127;130;45.0
196653;127;131;36.0
196654;127;132;68.0
196655;127;133;79.0
196656;127;134;83.0
196657;127;135;91.0
196658;127;136;102.0
196659;127;137;98.0
196660;127;138;135.0
196661;127;139;174.0
196662;127;140;120.0
196663;127;141;126.0
196664;127;142;135.0
196665;127;143;139.0
196666;127;144;144.0
196667;127;145;157.0
196668;127;146;166.0
196669;127;147;171.0
196670;127;148;181.0
196671;127;149;210.0
196672;127;150;24.0
196673;127;151;76.0
196674;127;152;15.0
196675;127;153;41.0
196676;127;154;59.0
196677;127;155;89.0
196678;127;156;103.0
196679;127;157;90.0
196680;127;158;86.0
196681;127;159;36.0
196682;127;160;41.0
196683;127;161;46.0
196684;127;162;55.0
196685;127;163;60.0
196686;127;164;66.0
196687;127;165;78.0
196688;127;166;85.0
196689;127;167;92.0
196690;127;168;115.0
196691;127;169;126.0
196692;127;170;149.0
196693;127;171;138.0
196694;127;172;120.0
196695;127;173;98.0
196696;127;174;76.0
196697;127;175;86.0
196698;127;176;63.0
196699;127;177;84.0
196700;127;178;64.0
196701;127;179;47.0
196702;127;180;36.0
196703;127;181;69.0
196704;127;182;69.0
196705;127;183;92.0
196706;127;184;80.0
196707;127;185;46.0
196708;127;186;55.0
196709;127;187;10.0
196710;127;188;18.0
196711;127;189;30.0
196712;127;190;30.0
196713;127;191;16.0
196714;127;192;82.0
196715;128;79;91.0
196716;128;80;102.0
196717;128;81;44.0
196718;128;82;34.0
196719;128;83;26.0
196720;128;84;38.0
196721;128;85;44.0
196722;128;86;51.0
196723;128;87;53.0
196724;128;88;55.0
196725;128;89;68.0
196726;128;90;60.0
196727;128;91;77.0
196728;128;92;98.0
196729;128;93;99.0
196730;128;94;81.0
196731;128;95;41.0
196732;128;96;15.0
196733;128;97;110.0
196734;128;98;127.0
196735;128;99;152.0
196736;128;100;133.0
196737;128;101;103.0
196738;128;102;86.0
196739;128;103;94.0
196740;128;104;90.0
196741;128;105;82.0
196742;128;106;56.0
196743;128;107;87.0
196744;128;108;70.0
196745;128;109;76.0
196746;128;110;82.0
196747;128;111;61.0
196748;128;112;54.0
196749;128;113;46.0
196750;128;114;78.0
196751;128;115;63.0
196752;128;116;54.0
196753;128;117;42.0
196754;128;118;39.0
196755;128;119;60.0
196756;128;120;66.0
196757;128;121;40.0
196758;128;122;33.0
196759;128;123;26.0
196760;128;124;24.0
196761;128;125;27.0
196762;128;126;31.0
196763;128;127;15.0
196764;128;129;15.0
196765;128;130;29.0
196766;128;131;21.0
196767;128;132;53.0
196768;128;133;63.0
196769;128;134;69.0
196770;128;135;76.0
196771;128;136;87.0
196772;128;137;83.0
196773;128;138;119.0
196774;128;139;159.0
196775;128;140;104.0
196776;128;141;111.0
196777;128;142;120.0
196778;128;143;124.0
196779;128;144;128.0
196780;128;145;142.0
196781;128;146;151.0
196782;128;147;156.0
196783;128;148;166.0
196784;128;149;195.0
196785;128;150;9.0
196786;128;151;90.0
196787;128;152;30.0
196788;128;153;55.0
196789;128;154;67.0
196790;128;155;91.0
196791;128;156;108.0
196792;128;157;95.0
196793;128;158;96.0
196794;128;159;45.0
196795;128;160;48.0
196796;128;161;50.0
196797;128;162;59.0
196798;128;163;62.0
196799;128;164;68.0
196800;128;165;80.0
196801;128;166;86.0
196802;128;167;92.0
196803;128;168;115.0
196804;128;169;130.0
196805;128;170;150.0
196806;128;171;135.0
196807;128;172;113.0
196808;128;173;92.0
196809;128;174;65.0
196810;128;175;85.0
196811;128;176;59.0
196812;128;177;81.0
196813;128;178;57.0
196814;128;179;37.0
196815;128;180;29.0
196816;128;181;56.0
196817;128;182;56.0
196818;128;183;79.0
196819;128;184;64.0
196820;128;185;31.0
196821;128;186;41.0
196822;128;187;6.0
196823;128;188;5.0
196824;128;189;34.0
196825;128;190;18.0
196826;128;191;23.0
196827;128;192;74.0
196828;129;79;103.0
196829;129;80;109.0
196830;129;81;58.0
196831;129;82;48.0
196832;129;83;41.0
196833;129;84;47.0
196834;129;85;55.0
196835;129;86;62.0
196836;129;87;61.0
196837;129;88;60.0
196838;129;89;70.0
196839;129;90;73.0
196840;129;91;82.0
196841;129;92;100.0
196842;129;93;104.0
196843;129;94;82.0
196844;129;95;53.0
196845;129;96;19.0
196846;129;97;108.0
196847;129;98;130.0
196848;129;99;152.0
196849;129;100;129.0
196850;129;101;95.0
196851;129;102;84.0
196852;129;103;93.0
196853;129;104;91.0
196854;129;105;78.0
196855;129;106;49.0
196856;129;107;80.0
196857;129;108;67.0
196858;129;109;73.0
196859;129;110;79.0
196860;129;111;57.0
196861;129;112;50.0
196862;129;113;42.0
196863;129;114;68.0
196864;129;115;52.0
196865;129;116;43.0
196866;129;117;35.0
196867;129;118;25.0
196868;129;119;47.0
196869;129;120;52.0
196870;129;121;31.0
196871;129;122;28.0
196872;129;123;18.0
196873;129;124;20.0
196874;129;125;29.0
196875;129;126;38.0
196876;129;127;30.0
196877;129;128;15.0
196878;129;130;15.0
196879;129;131;11.0
196880;129;132;38.0
196881;129;133;49.0
196882;129;134;54.0
196883;129;135;61.0
196884;129;136;72.0
196885;129;137;68.0
196886;129;138;105.0
196887;129;139;145.0
196888;129;140;90.0
196889;129;141;97.0
196890;129;142;106.0
196891;129;143;110.0
196892;129;144;115.0
196893;129;145;129.0
196894;129;146;137.0
196895;129;147;143.0
196896;129;148;152.0
196897;129;149;182.0
196898;129;150;6.0
196899;129;151;103.0
196900;129;152;45.0
196901;129;153;68.0
196902;129;154;74.0
196903;129;155;93.0
196904;129;156;111.0
196905;129;157;99.0
196906;129;158;105.0
196907;129;159;55.0
196908;129;160;56.0
196909;129;161;55.0
196910;129;162;64.0
196911;129;163;64.0
196912;129;164;69.0
196913;129;165;81.0
196914;129;166;86.0
196915;129;167;91.0
196916;129;168;113.0
196917;129;169;132.0
196918;129;170;148.0
196919;129;171;131.0
196920;129;172;105.0
196921;129;173;84.0
196922;129;174;53.0
196923;129;175;83.0
196924;129;176;55.0
196925;129;177;76.0
196926;129;178;49.0
196927;129;179;28.0
196928;129;180;26.0
196929;129;181;44.0
196930;129;182;43.0
196931;129;183;66.0
196932;129;184;50.0
196933;129;185;18.0
196934;129;186;27.0
196935;129;187;21.0
196936;129;188;14.0
196937;129;189;40.0
196938;129;190;10.0
196939;129;191;33.0
196940;129;192;65.0
196941;130;79;119.0
196942;130;80;123.0
196943;130;81;74.0
196944;130;82;64.0
196945;130;83;56.0
196946;130;84;62.0
196947;130;85;70.0
196948;130;86;77.0
196949;130;87;76.0
196950;130;88;74.0
196951;130;89;82.0
196952;130;90;89.0
196953;130;91;95.0
196954;130;92;110.0
196955;130;93;117.0
196956;130;94;93.0
196957;130;95;69.0
196958;130;96;34.0
196959;130;97;116.0
196960;130;98;141.0
196961;130;99;160.0
196962;130;100;134.0
196963;130;101;97.0
196964;130;102;92.0
196965;130;103;102.0
196966;130;104;101.0
196967;130;105;83.0
196968;130;106;53.0
196969;130;107;83.0
196970;130;108;74.0
196971;130;109;80.0
196972;130;110;87.0
196973;130;111;64.0
196974;130;112;58.0
196975;130;113;50.0
196976;130;114;67.0
196977;130;115;52.0
196978;130;116;42.0
196979;130;117;42.0
196980;130;118;22.0
196981;130;119;43.0
196982;130;120;45.0
196983;130;121;36.0
196984;130;122;37.0
196985;130;123;27.0
196986;130;124;32.0
196987;130;125;43.0
196988;130;126;52.0
196989;130;127;45.0
196990;130;128;29.0
196991;130;129;15.0
196992;130;131;11.0
196993;130;132;25.0
196994;130;133;34.0
196995;130;134;43.0
196996;130;135;46.0
196997;130;136;57.0
196998;130;137;53.0
196999;130;138;89.0
197000;130;139;129.0
197001;130;140;75.0
197002;130;141;81.0
197003;130;142;91.0
197004;130;143;95.0
197005;130;144;99.0
197006;130;145;113.0
197007;130;146;122.0
197008;130;147;127.0
197009;130;148;137.0
197010;130;149;166.0
197011;130;150;21.0
197012;130;151;119.0
197013;130;152;60.0
197014;130;153;83.0
197015;130;154;88.0
197016;130;155;103.0
197017;130;156;122.0
197018;130;157;111.0
197019;130;158;119.0
197020;130;159;70.0
197021;130;160;70.0
197022;130;161;68.0
197023;130;162;77.0
197024;130;163;76.0
197025;130;164;80.0
197026;130;165;91.0
197027;130;166;96.0
197028;130;167;100.0
197029;130;168;121.0
197030;130;169;142.0
197031;130;170;155.0
197032;130;171;135.0
197033;130;172;106.0
197034;130;173;86.0
197035;130;174;52.0
197036;130;175;92.0
197037;130;176;63.0
197038;130;177;81.0
197039;130;178;53.0
197040;130;179;34.0
197041;130;180;36.0
197042;130;181;40.0
197043;130;182;37.0
197044;130;183;58.0
197045;130;184;35.0
197046;130;185;6.0
197047;130;186;23.0
197048;130;187;35.0
197049;130;188;28.0
197050;130;189;55.0
197051;130;190;22.0
197052;130;191;49.0
197053;130;192;66.0
197054;131;79;112.0
197055;131;80;120.0
197056;131;81;65.0
197057;131;82;56.0
197058;131;83;47.0
197059;131;84;58.0
197060;131;85;65.0
197061;131;86;72.0
197062;131;87;72.0
197063;131;88;72.0
197064;131;89;82.0
197065;131;90;82.0
197066;131;91;94.0
197067;131;92;111.0
197068;131;93;116.0
197069;131;94;94.0
197070;131;95;62.0
197071;131;96;30.0
197072;131;97;120.0
197073;131;98;142.0
197074;131;99;163.0
197075;131;100;140.0
197076;131;101;105.0
197077;131;102;96.0
197078;131;103;105.0
197079;131;104;103.0
197080;131;105;88.0
197081;131;106;59.0
197082;131;107;90.0
197083;131;108;78.0
197084;131;109;84.0
197085;131;110;91.0
197086;131;111;68.0
197087;131;112;61.0
197088;131;113;53.0
197089;131;114;76.0
197090;131;115;60.0
197091;131;116;51.0
197092;131;117;46.0
197093;131;118;31.0
197094;131;119;53.0
197095;131;120;56.0
197096;131;121;41.0
197097;131;122;40.0
197098;131;123;29.0
197099;131;124;32.0
197100;131;125;41.0
197101;131;126;49.0
197102;131;127;36.0
197103;131;128;21.0
197104;131;129;11.0
197105;131;130;11.0
197106;131;132;36.0
197107;131;133;44.0
197108;131;134;54.0
197109;131;135;56.0
197110;131;136;67.0
197111;131;137;64.0
197112;131;138;99.0
197113;131;139;138.0
197114;131;140;84.0
197115;131;141;90.0
